DateKey,Date,Fiscal Year,Fiscal Quarter,Month,MonthKey,Full Date
20180315,2018-03-15T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 15"
20180316,2018-03-16T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 16"
20180317,2018-03-17T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 17"
20180318,2018-03-18T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 18"
20180319,2018-03-19T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 19"
20180320,2018-03-20T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 20"
20180321,2018-03-21T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 21"
20180322,2018-03-22T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 22"
20180323,2018-03-23T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 23"
20180324,2018-03-24T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 24"
20180325,2018-03-25T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 25"
20180326,2018-03-26T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 26"
20180327,2018-03-27T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 27"
20180328,2018-03-28T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 28"
20180329,2018-03-29T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 29"
20180330,2018-03-30T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 30"
20180331,2018-03-31T00:00:00,FY2018,FY2018 Q3,2018 Mar,201803,"2018 Mar, 31"
20171001,2017-10-01T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 01"
20171002,2017-10-02T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 02"
20171003,2017-10-03T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 03"
20171004,2017-10-04T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 04"
20171005,2017-10-05T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 05"
20171006,2017-10-06T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 06"
20171007,2017-10-07T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 07"
20171008,2017-10-08T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 08"
20171009,2017-10-09T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 09"
20171010,2017-10-10T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 10"
20171011,2017-10-11T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 11"
20171012,2017-10-12T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 12"
20171013,2017-10-13T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 13"
20171014,2017-10-14T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 14"
20171015,2017-10-15T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 15"
20171016,2017-10-16T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 16"
20171017,2017-10-17T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 17"
20171018,2017-10-18T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 18"
20171019,2017-10-19T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 19"
20171020,2017-10-20T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 20"
20171021,2017-10-21T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 21"
20171022,2017-10-22T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 22"
20171023,2017-10-23T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 23"
20171024,2017-10-24T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 24"
20171025,2017-10-25T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 25"
20171026,2017-10-26T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 26"
20171027,2017-10-27T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 27"
20171028,2017-10-28T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 28"
20171029,2017-10-29T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 29"
20171030,2017-10-30T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 30"
20171031,2017-10-31T00:00:00,FY2018,FY2018 Q2,2017 Oct,201710,"2017 Oct, 31"
20171101,2017-11-01T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 01"
20171102,2017-11-02T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 02"
20171103,2017-11-03T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 03"
20171104,2017-11-04T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 04"
20171105,2017-11-05T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 05"
20171106,2017-11-06T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 06"
20171107,2017-11-07T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 07"
20171108,2017-11-08T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 08"
20171109,2017-11-09T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 09"
20171110,2017-11-10T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 10"
20171111,2017-11-11T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 11"
20171112,2017-11-12T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 12"
20171113,2017-11-13T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 13"
20171114,2017-11-14T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 14"
20171115,2017-11-15T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 15"
20171116,2017-11-16T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 16"
20171117,2017-11-17T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 17"
20171118,2017-11-18T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 18"
20171119,2017-11-19T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 19"
20171120,2017-11-20T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 20"
20171121,2017-11-21T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 21"
20171122,2017-11-22T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 22"
20171123,2017-11-23T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 23"
20171124,2017-11-24T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 24"
20171125,2017-11-25T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 25"
20171126,2017-11-26T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 26"
20171127,2017-11-27T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 27"
20171128,2017-11-28T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 28"
20171129,2017-11-29T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 29"
20171130,2017-11-30T00:00:00,FY2018,FY2018 Q2,2017 Nov,201711,"2017 Nov, 30"
20171201,2017-12-01T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 01"
20171202,2017-12-02T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 02"
20171203,2017-12-03T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 03"
20171204,2017-12-04T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 04"
20171205,2017-12-05T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 05"
20171206,2017-12-06T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 06"
20171207,2017-12-07T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 07"
20171208,2017-12-08T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 08"
20171209,2017-12-09T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 09"
20171210,2017-12-10T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 10"
20171211,2017-12-11T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 11"
20171212,2017-12-12T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 12"
20171213,2017-12-13T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 13"
20171214,2017-12-14T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 14"
20171215,2017-12-15T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 15"
20171216,2017-12-16T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 16"
20171217,2017-12-17T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 17"
20171218,2017-12-18T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 18"
20171219,2017-12-19T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 19"
20171220,2017-12-20T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 20"
20171221,2017-12-21T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 21"
20171222,2017-12-22T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 22"
20171223,2017-12-23T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 23"
20171224,2017-12-24T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 24"
20171225,2017-12-25T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 25"
20171226,2017-12-26T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 26"
20171227,2017-12-27T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 27"
20171228,2017-12-28T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 28"
20171229,2017-12-29T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 29"
20171230,2017-12-30T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 30"
20171231,2017-12-31T00:00:00,FY2018,FY2018 Q2,2017 Dec,201712,"2017 Dec, 31"
20170701,2017-07-01T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 01"
20170702,2017-07-02T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 02"
20170703,2017-07-03T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 03"
20170704,2017-07-04T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 04"
20170705,2017-07-05T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 05"
20170706,2017-07-06T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 06"
20170707,2017-07-07T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 07"
20170708,2017-07-08T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 08"
20170709,2017-07-09T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 09"
20170710,2017-07-10T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 10"
20170711,2017-07-11T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 11"
20170712,2017-07-12T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 12"
20170713,2017-07-13T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 13"
20170714,2017-07-14T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 14"
20170715,2017-07-15T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 15"
20170716,2017-07-16T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 16"
20170717,2017-07-17T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 17"
20170718,2017-07-18T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 18"
20170719,2017-07-19T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 19"
20170720,2017-07-20T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 20"
20170721,2017-07-21T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 21"
20170722,2017-07-22T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 22"
20170723,2017-07-23T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 23"
20170724,2017-07-24T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 24"
20170725,2017-07-25T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 25"
20170726,2017-07-26T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 26"
20170727,2017-07-27T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 27"
20170728,2017-07-28T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 28"
20170729,2017-07-29T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 29"
20170730,2017-07-30T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 30"
20170731,2017-07-31T00:00:00,FY2018,FY2018 Q1,2017 Jul,201707,"2017 Jul, 31"
20170801,2017-08-01T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 01"
20170802,2017-08-02T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 02"
20170803,2017-08-03T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 03"
20170804,2017-08-04T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 04"
20170805,2017-08-05T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 05"
20170806,2017-08-06T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 06"
20170807,2017-08-07T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 07"
20170808,2017-08-08T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 08"
20170809,2017-08-09T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 09"
20170810,2017-08-10T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 10"
20170811,2017-08-11T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 11"
20170812,2017-08-12T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 12"
20170813,2017-08-13T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 13"
20170814,2017-08-14T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 14"
20170815,2017-08-15T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 15"
20170816,2017-08-16T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 16"
20170817,2017-08-17T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 17"
20170818,2017-08-18T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 18"
20170819,2017-08-19T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 19"
20170820,2017-08-20T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 20"
20170821,2017-08-21T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 21"
20170822,2017-08-22T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 22"
20170823,2017-08-23T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 23"
20170824,2017-08-24T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 24"
20170825,2017-08-25T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 25"
20170826,2017-08-26T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 26"
20170827,2017-08-27T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 27"
20170828,2017-08-28T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 28"
20170829,2017-08-29T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 29"
20170830,2017-08-30T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 30"
20170831,2017-08-31T00:00:00,FY2018,FY2018 Q1,2017 Aug,201708,"2017 Aug, 31"
20170901,2017-09-01T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 01"
20170902,2017-09-02T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 02"
20170903,2017-09-03T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 03"
20170904,2017-09-04T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 04"
20170905,2017-09-05T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 05"
20170906,2017-09-06T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 06"
20170907,2017-09-07T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 07"
20170908,2017-09-08T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 08"
20170909,2017-09-09T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 09"
20170910,2017-09-10T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 10"
20170911,2017-09-11T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 11"
20170912,2017-09-12T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 12"
20170913,2017-09-13T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 13"
20170914,2017-09-14T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 14"
20170915,2017-09-15T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 15"
20170916,2017-09-16T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 16"
20170917,2017-09-17T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 17"
20170918,2017-09-18T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 18"
20170919,2017-09-19T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 19"
20170920,2017-09-20T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 20"
20170921,2017-09-21T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 21"
20170922,2017-09-22T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 22"
20170923,2017-09-23T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 23"
20170924,2017-09-24T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 24"
20170925,2017-09-25T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 25"
20170926,2017-09-26T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 26"
20170927,2017-09-27T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 27"
20170928,2017-09-28T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 28"
20170929,2017-09-29T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 29"
20170930,2017-09-30T00:00:00,FY2018,FY2018 Q1,2017 Sep,201709,"2017 Sep, 30"
20180701,2018-07-01T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 01"
20180702,2018-07-02T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 02"
20180703,2018-07-03T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 03"
20180704,2018-07-04T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 04"
20180705,2018-07-05T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 05"
20180706,2018-07-06T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 06"
20180707,2018-07-07T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 07"
20180708,2018-07-08T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 08"
20180709,2018-07-09T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 09"
20180710,2018-07-10T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 10"
20180711,2018-07-11T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 11"
20180712,2018-07-12T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 12"
20180713,2018-07-13T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 13"
20180714,2018-07-14T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 14"
20180715,2018-07-15T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 15"
20180716,2018-07-16T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 16"
20180717,2018-07-17T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 17"
20180718,2018-07-18T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 18"
20180719,2018-07-19T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 19"
20180720,2018-07-20T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 20"
20180721,2018-07-21T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 21"
20180722,2018-07-22T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 22"
20180723,2018-07-23T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 23"
20180724,2018-07-24T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 24"
20180725,2018-07-25T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 25"
20180726,2018-07-26T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 26"
20180727,2018-07-27T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 27"
20180728,2018-07-28T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 28"
20180729,2018-07-29T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 29"
20180730,2018-07-30T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 30"
20180731,2018-07-31T00:00:00,FY2019,FY2019 Q1,2018 Jul,201807,"2018 Jul, 31"
20180801,2018-08-01T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 01"
20180802,2018-08-02T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 02"
20180803,2018-08-03T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 03"
20180804,2018-08-04T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 04"
20180805,2018-08-05T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 05"
20180806,2018-08-06T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 06"
20180807,2018-08-07T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 07"
20180808,2018-08-08T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 08"
20180809,2018-08-09T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 09"
20180810,2018-08-10T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 10"
20180811,2018-08-11T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 11"
20180812,2018-08-12T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 12"
20180813,2018-08-13T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 13"
20180814,2018-08-14T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 14"
20180815,2018-08-15T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 15"
20180816,2018-08-16T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 16"
20180817,2018-08-17T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 17"
20180818,2018-08-18T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 18"
20180819,2018-08-19T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 19"
20180820,2018-08-20T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 20"
20180821,2018-08-21T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 21"
20180822,2018-08-22T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 22"
20180823,2018-08-23T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 23"
20180824,2018-08-24T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 24"
20180825,2018-08-25T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 25"
20180826,2018-08-26T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 26"
20180827,2018-08-27T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 27"
20180828,2018-08-28T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 28"
20180829,2018-08-29T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 29"
20180830,2018-08-30T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 30"
20180831,2018-08-31T00:00:00,FY2019,FY2019 Q1,2018 Aug,201808,"2018 Aug, 31"
